StoryId,Title,Author,Author Profile,Link Story,Member Only,Publish Date,Year,Month,Period,Claps,Responses,Classification
f9c4d34fc88e,3 Stunning Power BI KPI Cards with HTML & DAX: Build from Scratch,Sweety Antoni David,https://medium.com/@rsweetyantonidavid,https://medium.com/microsoft-power-bi/3-stunning-power-bi-kpi-cards-with-html-dax-build-from-scratch-f9c4d34fc88e,TRUE,11/10/2025 0:00,2025,11,2025-11,71,0,"{""MustRead"":false,""Level"":[""Intermediate""],""Category"":[""Data Visualization""],""Tags"":[""Tutorial"",""Data Visualization""],""Promotion"":null}"
80a12e075c1c,Mastering the Art of Saying “No” to Unrealistic Power BI Requests: A Survival Guide for Developers,Bill Zarvalias,https://medium.com/@billzarvalias,https://medium.com/microsoft-power-bi/mastering-the-art-of-saying-no-to-unrealistic-power-bi-requests-a-survival-guide-for-developers-80a12e075c1c,TRUE,11/9/2025 0:00,2025,11,2025-11,14,0,"{""MustRead"":false,""Level"":[""Beginner""],""Category"":[""Data Visualization""],""Tags"":[""Tutorial"",""Data Visualization""],""Promotion"":null}"
9c192a94a242,Creating A KPI Infographics with indicator in Power BI(.pbix included),Shashanka Shekhar,https://medium.com/@shashanka.shekhar02,https://medium.com/microsoft-power-bi/creating-a-kpi-infographics-with-indicator-in-power-bi-pbix-included-9c192a94a242,TRUE,11/9/2025 0:00,2025,11,2025-11,24,0,"{""MustRead"":false,""Level"":[""Beginner""],""Category"":[""Data Visualization"",""DAX""],""Tags"":[""Tutorial"",""Data Visualization"",""DAX"",""PBIX""],""Promotion"":null}"
aac8efc77d88,How Financial Modelling Made Me a Better Power BI Consultant,AIAnalyticsWithNadiya,https://medium.com/@AIAnalyticsWithNadiya,https://medium.com/microsoft-power-bi/how-financial-modelling-made-me-a-better-power-bi-consultant-aac8efc77d88,FALSE,11/9/2025 0:00,2025,11,2025-11,10,0,"{""MustRead"":false,""Level"":[""Beginner""],""Category"":[""Other""],""Tags"":[""Other""],""Promotion"":null}"
e9ae75370548,Dynamic Highlighting and Key Message Integration for Interactive Data Storytelling in Power BI (.PBI,Iwa Sanjaya,https://medium.com/@iwasanjaya,https://medium.com/microsoft-power-bi/dynamic-highlighting-and-key-message-integration-for-interactive-data-storytelling-in-power-bi-e9ae75370548,TRUE,11/9/2025 0:00,2025,11,2025-11,55,1,"{""MustRead"":false,""Level"":[""Intermediate""],""Category"":[""DAX""],""Tags"":[""Tutorial"",""DAX""],""Promotion"":null}"
1c4efd74c726,🎨 How to Conditionally Format Chart Label Backgrounds in Power BI (No fx? No Problem 😎),Isabelle Bittar,https://medium.com/@isabittar,https://medium.com/microsoft-power-bi/how-to-conditionally-format-chart-label-backgrounds-in-power-bi-no-fx-no-problem-1c4efd74c726,TRUE,11/8/2025 0:00,2025,11,2025-11,49,0,"{""MustRead"":false,""Level"":[""Beginner""],""Category"":[""Data Visualization""],""Tags"":[""Tutorial"",""Data Visualization""],""Promotion"":null}"
919b0b752d6c,"Collaboration, Security & Governance in Power BI",Sudharsan V,https://medium.com/@sudharsanv23,https://medium.com/microsoft-power-bi/collaboration-security-governance-in-power-bi-919b0b752d6c,TRUE,11/8/2025 0:00,2025,11,2025-11,51,0,"{""MustRead"":false,""Level"":[""Beginner""],""Category"":[""Administration""],""Tags"":[""Guide"",""Administration""],""Promotion"":null}"
f43a5da659d3,One Power BI Visual is ALL You Need for the Ultimate KPI Card!,aakash,https://medium.com/@aakash_7,https://medium.com/microsoft-power-bi/one-power-bi-visual-is-all-you-need-for-the-ultimate-kpi-card-f43a5da659d3,TRUE,11/8/2025 0:00,2025,11,2025-11,21,0,"{""MustRead"":false,""Level"":[""Beginner""],""Category"":[""Visualization""],""Tags"":[""Tutorial"",""Visualization""],""Promotion"":null}"
055062167fbd,Power BI for Learners (Part 2): Understanding Data in Power BI,David Marvellous,https://medium.com/@dossieranalysisblog,https://medium.com/microsoft-power-bi/power-bi-for-learners-part-2-understanding-data-in-power-bi-055062167fbd,TRUE,11/6/2025 0:00,2025,11,2025-11,70,0,"{""MustRead"":false,""Level"":[""Beginner""],""Category"":[""Data Model""],""Tags"":[""Guide"",""Data Model""],""Promotion"":null}"
0bda50c1f28a,Power BI and Excel Integration: When to Embed vs Link vs Export,Dossier Analysis,https://medium.com/@dossieranalysis,https://medium.com/microsoft-power-bi/power-bi-and-excel-integration-when-to-embed-vs-link-vs-export-0bda50c1f28a,TRUE,11/6/2025 0:00,2025,11,2025-11,18,0,"{""MustRead"":false,""Level"":[""Any""],""Category"":[""Integration""],""Tags"":[""Guide"",""Integration""],""Promotion"":null}"
1dee89457fa5,Power BI Mobile App Layout Issues: Responsive Design Considerations,Dossier Analysis,https://medium.com/@dossieranalysis,https://medium.com/microsoft-power-bi/power-bi-mobile-app-layout-issues-responsive-design-considerations-1dee89457fa5,TRUE,11/6/2025 0:00,2025,11,2025-11,19,1,"{""MustRead"":false,""Level"":[""Any""],""Category"":[""Data Visualization""],""Tags"":[""Guide"",""Data Visualization""],""Promotion"":null}"
4d6b49e35d14,Why Alignment Can Make or Break Your Power BI Tables?,Santhana Lakshmi .P,https://medium.com/@Santhanalakshmip,https://medium.com/microsoft-power-bi/why-alignment-can-make-or-break-your-power-bi-tables-4d6b49e35d14,TRUE,11/6/2025 0:00,2025,11,2025-11,68,1,"{""MustRead"":false,""Level"":[""Any""],""Category"":[""Data Visualization""],""Tags"":[""Tutorial"",""Data Visualization""],""Promotion"":null}"
69052fddb354,From Clicks to Clarity: Survey Insights with Power BI and Visual Calculations,Chris Aragao,https://medium.com/@christopher.aragao,https://medium.com/microsoft-power-bi/from-clicks-to-clarity-survey-insights-with-power-bi-and-visual-calculations-69052fddb354,TRUE,11/6/2025 0:00,2025,11,2025-11,17,0,"{""MustRead"":false,""Level"":[""Beginner""],""Category"":[""Data Visualization""],""Tags"":[""Tutorial"",""Data Visualization""],""Promotion"":null}"
748566d7996f,How RRI function makes Interest Rates Simple in Power BI(.pbix included),Shashanka Shekhar,https://medium.com/@shashanka.shekhar02,https://medium.com/microsoft-power-bi/how-rri-function-makes-interest-rates-simple-in-power-bi-pbix-included-748566d7996f,TRUE,11/6/2025 0:00,2025,11,2025-11,22,0,"{""MustRead"":false,""Level"":[""Any""],""Category"":[""DAX"",""Data Visualization""],""Tags"":[""Tutorial"",""PBIX"",""DAX"",""Data Visualization""],""Promotion"":null}"
980983ce77c6,✨4 Recent Power BI Features — Small Ones but Big Impacts,Akshay Mishra,https://medium.com/@akshaymishrabi,https://medium.com/microsoft-power-bi/4-recent-power-bi-features-small-ones-but-big-impacts-980983ce77c6,TRUE,11/6/2025 0:00,2025,11,2025-11,138,1,"{""MustRead"":false,""Level"":[""Any""],""Category"":[""Data Visualization"",""Data Model""],""Tags"":[""News"",""Data Visualization"",""Data Model""],""Promotion"":null}"
b3010ee098cf,Power BI Broke My Brain — Until I Learned This One Rule,Anugya Singhal,https://medium.com/@anugya.singhal.1998,https://medium.com/microsoft-power-bi/power-bi-broke-my-brain-until-i-learned-this-one-rule-b3010ee098cf,TRUE,11/6/2025 0:00,2025,11,2025-11,73,0,"{""MustRead"":false,""Level"":[""Any""],""Category"":[""Data Visualization"",""Data Model""],""Tags"":[""Tutorial"",""Data Visualization"",""Data Model""],""Promotion"":null}"
e8e88c148602,Power BI: How to Optimise Memory Usage and Reduce Model Size,Dossier Analysis,https://medium.com/@dossieranalysis,https://medium.com/microsoft-power-bi/power-bi-how-to-optimise-memory-usage-and-reduce-model-size-e8e88c148602,TRUE,11/6/2025 0:00,2025,11,2025-11,45,0,"{""MustRead"":false,""Level"":[""Beginner""],""Category"":[""Data Model""],""Tags"":[""Tutorial"",""Data Model""],""Promotion"":null}"
ebbb20ebfb0c,"Freedom, Chaos, and the Need for Governance in BI",Sean Quinlivan,https://medium.com/@seanquinlivan,https://medium.com/microsoft-power-bi/freedom-chaos-and-the-need-for-governance-in-bi-ebbb20ebfb0c,FALSE,11/6/2025 0:00,2025,11,2025-11,17,0,"{""MustRead"":false,""Level"":[""Any""],""Category"":[""Other""],""Tags"":[""Guide"",""Other""],""Promotion"":null}"
f3cd7a15c81a,Creating Impactful Reports in record time with Power BI,Srividya Sundaravadivelu,https://medium.com/@srivi18.2002,https://medium.com/microsoft-power-bi/creating-impactful-reports-in-record-time-with-power-bi-f3cd7a15c81a,TRUE,11/6/2025 0:00,2025,11,2025-11,65,0,"{""MustRead"":false,""Level"":[""Beginner""],""Category"":[""Data Visualization""],""Tags"":[""Tutorial"",""Data Visualization""],""Promotion"":null}"
2d75c54dfe16,STOP Using Power BI’s Standard Card Visual!,aakash,https://medium.com/@aakash_7,https://medium.com/microsoft-power-bi/stop-using-power-bis-standard-card-visual-2d75c54dfe16,TRUE,11/4/2025 0:00,2025,11,2025-11,19,0,"{""MustRead"":false,""Level"":[""Any""],""Category"":[""Visualization""],""Tags"":[""Tips & Tricks"",""Visualization""],""Promotion"":null}"
64fb76c36a8c,Power BI Finally Clicked — But Only After I Stopped Making Dashboards,Anugya Singhal,https://medium.com/@anugya.singhal.1998,https://medium.com/microsoft-power-bi/power-bi-finally-clicked-but-only-after-i-stopped-making-dashboards-64fb76c36a8c,TRUE,11/3/2025 0:00,2025,11,2025-11,41,0,"{""MustRead"":false,""Level"":[""Any""],""Category"":[""Data Visualization""],""Tags"":[""Data Visualization""],""Promotion"":null}"
